Time,aX,aY,aZ,gX,gY,gZ
89548,-0.599,0.125,0.785,-0.7,0.35,0.0
89558,-0.602,0.123,0.783,-1.33,0.7,0.14
89567,-0.602,0.12,0.785,-1.47,0.77,0.42
89577,-0.6,0.115,0.781,-0.98,0.49,0.7
89587,-0.596,0.111,0.785,-0.07,-0.49,0.84
89596,-0.606,0.109,0.785,0.07,-0.49,0.7
89606,-0.603,0.114,0.779,0.14,-0.07,1.47
89615,-0.602,0.115,0.784,-0.56,-0.14,2.17
89625,-0.597,0.124,0.772,-2.24,0.0,2.59
89635,-0.597,0.134,0.773,-5.18,0.7,3.01
89644,-0.595,0.137,0.768,-9.52,1.68,3.15
89654,-0.599,0.132,0.762,-13.93,1.89,3.15
89664,-0.603,0.123,0.778,-17.5,1.47,3.57
89673,-0.605,0.117,0.782,-20.16,2.17,4.48
89683,-0.6,0.113,0.777,-19.6,2.17,5.04
89692,-0.6,0.113,0.778,-17.01,1.19,4.97
89702,-0.599,0.117,0.772,-14.49,-0.14,4.55
89712,-0.596,0.118,0.777,-12.25,-1.82,3.99
89721,-0.603,0.131,0.771,-10.78,-3.71,3.08
89731,-0.603,0.123,0.779,-10.08,-4.55,3.85
89741,-0.59,0.118,0.786,-7.98,-5.04,3.78
89750,-0.594,0.122,0.787,-3.92,-6.3,2.73
89760,-0.591,0.13,0.801,0.35,-7.49,2.17
89769,-0.582,0.137,0.807,2.73,-8.26,1.61
89779,-0.58,0.135,0.821,3.29,-7.28,0.77
89789,-0.585,0.135,0.818,3.5,-4.76,0.14
89798,-0.583,0.133,0.816,5.18,-3.64,-0.21
89808,-0.584,0.129,0.813,7.21,-3.85,-0.84
89817,-0.581,0.135,0.803,10.22,-4.27,-1.4
89827,-0.583,0.137,0.803,12.81,-5.11,-1.75
89837,-0.585,0.146,0.803,13.3,-5.32,-2.31
89846,-0.583,0.146,0.795,11.76,-4.69,-2.66
89856,-0.586,0.142,0.788,9.87,-3.71,-2.8
89866,-0.588,0.14,0.782,7.7,-2.94,-2.59
89875,-0.59,0.137,0.782,5.39,-2.73,-2.24
89885,-0.586,0.136,0.782,3.5,-2.52,-1.82
89894,-0.585,0.134,0.785,1.68,-1.89,-1.54
