Time,aX,aY,aZ,gX,gY,gZ
183975,-0.584,0.153,0.792,-0.98,-2.1,-0.28
183984,-0.585,0.152,0.792,-1.12,-1.82,-0.07
183994,-0.589,0.15,0.79,-1.19,-1.26,-0.07
184004,-0.589,0.152,0.787,-1.12,-1.12,-0.07
184013,-0.589,0.144,0.785,-0.7,-1.47,-0.14
184023,-0.586,0.146,0.782,-0.42,-1.89,-0.21
184032,-0.588,0.15,0.784,-0.49,-2.1,-0.35
184042,-0.588,0.149,0.78,-0.35,-2.24,-0.28
184052,-0.587,0.152,0.782,0.77,-3.36,-0.42
184061,-0.586,0.154,0.784,1.26,-4.48,-0.42
184071,-0.583,0.157,0.789,1.26,-4.69,-0.28
184081,-0.578,0.158,0.79,0.98,-4.41,-0.42
184090,-0.58,0.157,0.789,0.28,-3.92,-0.63
184100,-0.584,0.154,0.788,-0.84,-3.15,-0.56
184109,-0.588,0.147,0.788,-1.33,-2.87,-0.35
184119,-0.587,0.146,0.787,-1.05,-3.29,-0.14
184129,-0.585,0.146,0.786,-0.56,-3.57,0.14
184138,-0.585,0.141,0.784,0.0,-3.5,0.07
184148,-0.585,0.134,0.788,1.75,-4.48,-0.35
184157,-0.583,0.137,0.792,4.62,-6.44,-0.91
184167,-0.578,0.147,0.8,7.0,-7.28,-1.12
184177,-0.573,0.151,0.804,7.42,-6.09,-1.26
184186,-0.577,0.149,0.802,7.7,-4.62,-1.47
184196,-0.574,0.151,0.802,8.61,-4.27,-1.33
184205,-0.576,0.162,0.801,8.47,-4.34,-1.33
184215,-0.577,0.174,0.798,6.72,-3.99,-1.33
184225,-0.576,0.176,0.801,3.78,-3.64,-1.12
184234,-0.571,0.175,0.801,1.26,-3.29,-0.77
184244,-0.574,0.17,0.801,-0.28,-2.8,-0.49
184253,-0.574,0.162,0.801,-1.12,-2.24,-0.49
184263,-0.576,0.159,0.801,-0.84,-2.31,-0.49
184273,-0.575,0.158,0.798,0.77,-3.01,-0.7
184282,-0.572,0.157,0.794,2.03,-3.71,-0.98
184292,-0.574,0.157,0.789,2.17,-3.64,-1.26
184302,-0.577,0.152,0.788,1.96,-3.5,-1.47
184311,-0.58,0.145,0.791,2.87,-4.06,-1.61
184321,-0.579,0.146,0.794,5.04,-5.39,-1.61
184330,-0.582,0.148,0.799,7.35,-7.56,-1.68
184340,-0.575,0.146,0.794,9.52,-10.22,-2.1
184350,-0.576,0.155,0.792,11.76,-11.06,-2.45
184359,-0.569,0.166,0.786,12.88,-11.83,-2.17
184369,-0.569,0.179,0.776,11.48,-12.11,-2.38
184378,-0.564,0.205,0.755,6.79,-9.8,-2.73
184388,-0.551,0.241,0.704,-3.57,-3.57,-3.92
184398,-0.537,0.26,0.672,-19.39,0.0,-5.39
184407,-0.524,0.284,0.601,-37.1,1.26,-8.4
184417,-0.511,0.346,0.499,-60.55,-2.45,-11.76
184426,-0.448,0.4,0.397,-97.93,-8.12,-16.66
184436,-0.364,0.48,0.282,-151.2,-7.77,-26.6
184446,-0.285,0.516,0.207,-223.79,1.54,-40.11
184455,-0.249,0.46,0.189,-313.88,20.23,-52.99
184465,-0.329,0.269,0.193,-415.66,47.39,-62.86
184474,-0.461,0.004,0.193,-509.6,77.77,-66.43
184484,-0.647,-0.268,0.188,-581.77,102.76,-61.11
184494,-0.794,-0.574,0.255,-626.85,116.27,-49.49
184503,-0.932,-0.903,0.418,-634.83,113.82,-35.21
184513,-1.019,-1.223,0.619,-590.66,94.01,-19.32
184523,-1.059,-1.382,0.874,-492.73,56.56,-1.54
184532,-0.937,-1.335,1.004,-356.09,8.4,14.91
184542,-0.723,-1.092,1.043,-212.66,-39.48,21.21
184551,-0.521,-0.805,0.97,-96.32,-68.25,15.61
184561,-0.407,-0.597,0.9,-28.98,-74.34,0.07
184571,-0.418,-0.547,0.888,-6.58,-61.32,-16.59
184580,-0.495,-0.621,0.882,-4.55,-40.88,-29.82
184590,-0.624,-0.77,0.878,-3.08,-23.8,-33.95
184599,-0.708,-0.853,0.85,5.04,-14.35,-28.42
184609,-0.707,-0.865,0.803,16.45,-12.11,-17.57
184619,-0.684,-0.806,0.74,26.53,-9.03,-5.67
184628,-0.649,-0.711,0.665,29.89,-5.67,3.71
184638,-0.643,-0.642,0.622,25.48,-3.29,9.87
184647,-0.613,-0.596,0.568,19.25,-2.38,14.0
184657,-0.622,-0.554,0.545,14.91,0.0,17.01
184667,-0.604,-0.519,0.518,11.27,1.4,19.25
184676,-0.598,-0.484,0.506,8.4,2.66,20.23
184686,-0.586,-0.447,0.503,6.65,3.43,19.81
184696,-0.576,-0.412,0.489,4.48,2.38,17.29
184705,-0.569,-0.396,0.491,1.47,-0.49,13.86
184715,-0.564,-0.401,0.515,-1.47,-3.78,10.36
184724,-0.566,-0.416,0.549,-3.78,-5.95,7.0
184734,-0.576,-0.435,0.586,-5.04,-5.95,4.34
184744,-0.579,-0.454,0.613,-5.25,-5.53,2.38
184753,-0.583,-0.474,0.624,-4.48,-6.23,0.56
184763,-0.59,-0.501,0.647,-3.64,-7.0,-0.7
184772,-0.593,-0.518,0.669,-2.87,-7.21,-1.4
184782,-0.591,-0.531,0.687,-0.98,-6.51,-1.26
184792,-0.588,-0.528,0.69,0.91,-4.55,-1.05
184801,-0.587,-0.526,0.682,1.61,-2.24,-1.12
184811,-0.593,-0.536,0.678,1.89,-0.56,-1.47
184820,-0.593,-0.538,0.666,2.59,1.05,-1.4
184830,-0.597,-0.541,0.661,3.57,2.31,-1.19
184840,-0.596,-0.532,0.642,3.92,3.85,-0.98
184849,-0.597,-0.525,0.622,3.64,5.39,-1.05
184859,-0.601,-0.523,0.604,2.73,5.88,-1.33
184868,-0.609,-0.528,0.594,1.75,6.09,-1.19
184878,-0.615,-0.528,0.589,1.68,5.88,-0.21
184888,-0.612,-0.521,0.585,2.1,5.04,0.91
184897,-0.608,-0.505,0.552,1.82,4.69,1.33
184907,-0.614,-0.507,0.538,1.96,1.54,0.98
184917,-0.618,-0.514,0.54,2.24,-3.36,1.12
184926,-0.615,-0.518,0.552,1.75,-6.65,1.75
184936,-0.616,-0.522,0.57,0.63,-7.42,2.8
184945,-0.611,-0.525,0.587,-0.91,-6.37,4.13
184955,-0.6,-0.529,0.593,-1.82,-4.76,4.83
184965,-0.589,-0.537,0.596,-2.03,-3.99,3.57
184974,-0.596,-0.533,0.615,-1.26,-2.66,1.33
184984,-0.602,-0.533,0.629,0.56,-1.89,0.84
184993,-0.602,-0.531,0.637,2.31,-1.96,0.84
185003,-0.602,-0.523,0.641,3.22,-0.77,1.12
185013,-0.599,-0.517,0.644,3.29,1.19,1.68
185022,-0.593,-0.508,0.632,3.5,2.31,1.68
185032,-0.593,-0.507,0.624,4.62,2.38,1.19
185041,-0.594,-0.502,0.624,6.37,1.47,0.14
185051,-0.598,-0.498,0.624,7.49,0.77,-0.56
185061,-0.599,-0.495,0.623,8.26,0.77,-0.77
185070,-0.597,-0.491,0.618,7.98,1.4,-0.7
185080,-0.595,-0.485,0.606,6.65,2.52,-0.7
185089,-0.602,-0.484,0.599,4.55,3.5,-0.49
185099,-0.609,-0.494,0.599,2.94,2.59,-0.14
185109,-0.61,-0.499,0.604,2.52,0.63,0.56
185118,-0.602,-0.499,0.606,2.8,-0.56,1.05
