Time,aX,aY,aZ,gX,gY,gZ
10733,-0.369,-0.004,0.96,9.66,-5.88,-8.33
10741,-0.373,-0.012,0.956,15.47,-4.06,-8.68
10750,-0.385,-0.008,0.944,21.98,-4.06,-8.47
10758,-0.391,-0.01,0.957,21.56,-5.74,-7.84
10767,-0.359,-0.015,0.975,21.49,-6.3,-7.0
10775,-0.369,-0.008,0.966,21.77,-2.8,-6.37
10783,-0.374,-0.003,0.95,15.75,1.96,-5.88
10792,-0.366,-0.004,0.91,9.45,6.51,-5.39
10800,-0.367,0.007,0.857,5.6,6.93,-4.62
10809,-0.364,0.014,0.837,-1.82,2.1,-4.2
10817,-0.354,0.021,0.857,-4.48,-4.55,-4.06
10825,-0.354,0.048,0.875,3.08,-10.57,-4.9
10834,-0.361,0.061,0.907,7.77,-15.05,-8.54
10843,-0.365,0.054,0.944,10.22,-17.43,-12.6
10850,-0.36,0.029,0.969,14.35,-17.08,-15.82
10859,-0.376,0.015,0.95,16.94,-14.49,-16.24
10867,-0.373,-0.001,0.919,3.57,-10.99,-13.58
10876,-0.352,-0.025,0.91,-15.26,-9.52,-10.29
10884,-0.355,-0.016,0.916,-24.71,-10.08,-7.7
10892,-0.357,-0.024,0.953,-37.8,-10.36,-8.54
10901,-0.333,-0.052,0.965,-46.83,-7.63,-8.4
10909,-0.342,-0.047,0.923,-50.05,-2.38,-6.79
10918,-0.36,-0.017,0.861,-73.29,0.98,-3.36
10926,-0.354,0.011,0.811,-120.89,2.17,0.84
10934,-0.419,0.068,0.746,-196.21,2.66,8.4
10943,-0.384,0.042,0.756,-304.36,2.17,11.97
10951,-0.354,-0.051,0.81,-395.99,2.59,10.15
10959,-0.355,-0.19,0.883,-450.8,0.63,6.23
10968,-0.363,-0.396,0.974,-482.51,-1.96,3.29
10977,-0.343,-0.626,1.049,-512.96,5.67,7.91
10986,-0.401,-0.809,1.056,-556.15,29.33,24.36
10993,-0.399,-0.929,1.002,-607.95,58.87,54.74
11001,-0.383,-0.936,0.856,-653.03,84.56,92.89
11010,-0.37,-0.919,0.737,-694.82,98.28,126.63
11018,-0.374,-0.866,0.682,-689.57,99.26,148.89
11026,-0.365,-0.682,0.538,-621.6,94.85,153.79
11035,-0.395,-0.48,0.368,-563.22,86.03,133.14
11043,-0.421,-0.521,0.289,-527.8,73.15,93.24
11052,-0.456,-0.641,0.213,-442.96,57.4,55.86
11060,-0.464,-0.794,0.13,-332.64,42.56,28.21
11068,-0.491,-0.947,0.076,-244.16,32.13,16.17
11077,-0.5,-0.96,0.046,-170.52,25.41,18.27
11085,-0.502,-0.926,-0.029,-114.73,19.67,24.36
11094,-0.493,-0.824,-0.051,-101.5,14.7,30.8
11102,-0.492,-0.722,-0.088,-107.73,10.99,27.37
11111,-0.517,-0.78,-0.062,-130.62,5.67,14.63
11120,-0.531,-0.846,-0.05,-126.7,3.08,4.83
11127,-0.523,-0.879,-0.081,-102.97,2.24,-0.35
11135,-0.527,-0.924,-0.121,-78.12,-1.54,-2.24
11144,-0.541,-0.935,-0.108,-57.26,-11.41,-0.42
11152,-0.537,-0.942,-0.026,-43.75,-21.49,2.94
11161,-0.537,-0.922,0.032,-28.14,-24.43,8.05
11169,-0.525,-0.882,0.061,-15.82,-20.93,13.09
11177,-0.508,-0.823,0.056,-4.13,-14.28,16.03
11186,-0.505,-0.753,0.033,1.54,-8.47,14.98
11194,-0.507,-0.741,0.02,-10.85,-3.64,9.31
11203,-0.518,-0.775,0.007,-21.77,0.21,2.45
11211,-0.53,-0.83,-0.024,-20.65,2.24,-3.15
11219,-0.538,-0.901,-0.054,-15.54,2.45,-5.6
11228,-0.549,-0.937,-0.078,-8.33,0.07,-2.52
11236,-0.55,-0.931,-0.081,-5.88,-4.06,3.5
11245,-0.543,-0.892,-0.063,-11.2,-7.84,9.31
11254,-0.538,-0.848,-0.035,-15.4,-10.64,12.11
11261,-0.521,-0.81,-0.019,-11.06,-11.97,11.41
11270,-0.518,-0.784,-0.004,-13.44,-11.48,9.87
11278,-0.516,-0.771,0.022,-19.46,-8.89,7.84
11286,-0.515,-0.757,0.018,-15.33,-4.62,4.34
11295,-0.518,-0.762,-0.005,-11.55,-0.63,-0.28
11303,-0.525,-0.79,-0.03,-11.2,1.61,-4.2
11312,-0.538,-0.825,-0.048,-10.57,2.38,-6.58
11320,-0.545,-0.864,-0.063,-7.84,2.66,-7.28
11328,-0.548,-0.885,-0.084,-2.1,2.45,-5.39
11337,-0.548,-0.88,-0.1,2.66,0.56,-2.03
11345,-0.544,-0.86,-0.093,2.73,-2.87,1.47
11353,-0.54,-0.834,-0.076,4.13,-5.81,3.71
11362,-0.531,-0.81,-0.066,8.47,-7.7,3.92
11370,-0.528,-0.79,-0.057,13.79,-8.47,2.52
11379,-0.516,-0.772,-0.061,19.88,-8.61,-0.28
11388,-0.51,-0.761,-0.062,20.58,-8.75,-3.5
11395,-0.52,-0.785,-0.033,17.57,-9.73,-7.84
11404,-0.523,-0.835,0.005,15.96,-9.8,-11.55
11412,-0.539,-0.893,0.035,10.99,-7.63,-11.48
11420,-0.548,-0.929,0.04,4.48,-3.99,-7.56
11429,-0.554,-0.941,0.023,0.7,-0.14,-2.31
11437,-0.546,-0.924,-0.005,1.61,1.89,2.94
11446,-0.535,-0.877,-0.031,0.35,2.24,7.21
11454,-0.526,-0.83,-0.041,-4.97,2.1,8.05
11462,-0.523,-0.807,-0.05,-6.3,1.33,5.25
11471,-0.528,-0.812,-0.05,-3.01,-0.42,0.14
11479,-0.532,-0.842,-0.043,1.68,-2.17,-4.55
11488,-0.531,-0.868,-0.038,1.05,-3.29,-6.16
11496,-0.524,-0.888,-0.014,-7.84,-3.22,-4.34
11504,-0.526,-0.872,-0.004,-13.37,-1.54,0.49
11513,-0.533,-0.841,0.015,-15.05,-0.77,3.08
11522,-0.532,-0.833,0.031,-9.8,0.77,2.03
11529,-0.537,-0.851,0.009,-0.49,3.71,-0.21
11538,-0.548,-0.887,-0.027,5.88,5.04,-1.33
11546,-0.55,-0.913,-0.071,8.96,5.04,0.07
11555,-0.539,-0.909,-0.106,1.33,3.08,3.92
11563,-0.529,-0.881,-0.091,-13.51,-0.28,8.96
11571,-0.522,-0.821,-0.066,-17.78,-2.8,12.32
11580,-0.52,-0.782,-0.047,-16.66,-3.29,10.43
11588,-0.519,-0.782,-0.034,-14.14,-2.59,5.18
11597,-0.523,-0.801,-0.028,-8.33,-1.68,0.56
11605,-0.528,-0.823,-0.034,-0.7,-0.77,-1.82
11613,-0.533,-0.837,-0.045,6.86,-0.7,-2.87
11622,-0.539,-0.856,-0.046,15.12,-2.66,-3.71
11630,-0.543,-0.871,-0.039,17.85,-5.32,-3.29
11638,-0.539,-0.88,-0.015,3.43,-5.32,-0.49
11647,-0.542,-0.87,-0.007,-9.03,-1.61,3.92
11656,-0.538,-0.836,-0.041,-8.05,1.82,6.3
11665,-0.532,-0.82,-0.074,-6.23,2.52,5.11
11672,-0.531,-0.815,-0.089,-2.66,0.28,2.94
