Time,aX,aY,aZ,gX,gY,gZ
105599,-0.686,0.062,0.729,10.15,-4.06,0.21
105609,-0.678,0.064,0.724,10.64,-4.41,0.14
105618,-0.678,0.064,0.726,11.13,-3.78,-0.28
105628,-0.68,0.067,0.726,11.83,-3.43,-0.56
105638,-0.68,0.068,0.723,12.18,-3.85,-0.63
105647,-0.68,0.069,0.719,12.11,-3.92,-0.56
105657,-0.681,0.074,0.714,11.2,-3.78,-0.35
105667,-0.683,0.079,0.715,9.73,-4.06,0.14
105676,-0.679,0.076,0.715,7.21,-3.92,0.63
105686,-0.679,0.071,0.71,5.11,-3.43,0.91
105695,-0.682,0.073,0.71,3.92,-3.43,1.33
105705,-0.681,0.08,0.706,2.45,-4.34,2.03
105715,-0.677,0.081,0.705,-0.42,-5.39,2.73
105724,-0.679,0.069,0.698,-3.85,-5.18,2.52
105734,-0.685,0.082,0.681,-6.37,-4.83,3.29
105744,-0.685,0.1,0.676,-12.04,-6.09,5.46
105753,-0.673,0.117,0.654,-22.47,-6.86,7.35
105763,-0.669,0.109,0.665,-35.21,-5.95,8.75
105772,-0.657,0.104,0.663,-47.53,-4.2,9.59
105782,-0.683,0.075,0.656,-58.03,-4.27,10.85
105792,-0.673,0.079,0.671,-64.33,-5.39,11.13
105801,-0.661,0.068,0.678,-70.77,-6.79,10.99
105811,-0.663,0.052,0.694,-74.83,-6.58,10.15
105820,-0.655,0.057,0.671,-75.95,-7.49,8.26
105830,-0.651,0.059,0.671,-76.79,-10.92,6.09
105840,-0.648,0.04,0.693,-78.47,-13.72,3.64
105849,-0.655,0.002,0.75,-80.85,-13.37,1.75
105859,-0.664,-0.037,0.77,-80.78,-9.38,1.96
105869,-0.677,-0.06,0.799,-74.97,-6.23,3.64
105878,-0.674,-0.075,0.822,-66.71,-5.32,5.81
105888,-0.667,-0.08,0.82,-57.54,-4.69,7.28
105897,-0.668,-0.08,0.836,-47.32,-3.99,7.56
105907,-0.676,-0.069,0.823,-36.26,-3.64,7.21
105917,-0.636,-0.076,0.859,-24.01,-5.95,7.42
105926,-0.639,-0.065,0.836,-10.64,-8.12,4.06
105936,-0.644,-0.04,0.825,-0.63,-7.42,1.05
105945,-0.643,-0.032,0.817,4.83,-6.02,0.28
105955,-0.642,-0.025,0.792,6.93,-5.32,-0.77
105965,-0.644,-0.019,0.776,6.58,-3.57,-1.4
105974,-0.648,-0.025,0.765,3.85,-1.05,-1.61
105984,-0.656,-0.035,0.758,0.42,1.47,-1.33
105994,-0.659,-0.044,0.756,-1.19,3.22,-0.7
106003,-0.661,-0.047,0.749,-0.35,3.22,-0.21
106013,-0.659,-0.043,0.742,1.96,1.82,0.0
106022,-0.655,-0.038,0.739,3.71,0.35,-0.07
106032,-0.655,-0.036,0.738,4.06,-0.28,-0.35
106042,-0.656,-0.033,0.734,4.06,-0.21,-0.49
106051,-0.657,-0.034,0.732,4.48,-0.42,-0.56
106061,-0.657,-0.033,0.733,3.99,-0.7,-0.56
106071,-0.656,-0.036,0.731,2.87,-0.77,-0.63
106080,-0.658,-0.041,0.738,2.24,-0.77,-0.77
106090,-0.66,-0.045,0.747,2.8,-1.19,-0.7
106099,-0.661,-0.046,0.756,3.36,-1.82,-0.63
106109,-0.661,-0.051,0.76,3.78,-1.75,-0.49
106119,-0.66,-0.052,0.758,5.39,-1.68,-0.49
106128,-0.659,-0.045,0.757,7.63,-2.38,-0.42
106138,-0.655,-0.038,0.752,9.1,-3.36,-0.35
106147,-0.653,-0.03,0.751,9.17,-3.5,-0.35
106157,-0.653,-0.027,0.751,8.19,-2.8,-0.49
106167,-0.654,-0.023,0.749,7.42,-2.52,-0.35
106176,-0.652,-0.014,0.748,5.74,-2.59,0.21
106186,-0.65,-0.01,0.746,1.75,-1.75,0.84
106196,-0.651,-0.017,0.746,-3.15,0.07,1.12
106205,-0.655,-0.025,0.75,-5.95,1.33,1.4
106215,-0.656,-0.028,0.75,-6.23,1.12,1.68
106224,-0.651,-0.024,0.745,-5.32,0.0,1.68
106234,-0.651,-0.022,0.741,-4.06,-1.12,1.26
106244,-0.651,-0.014,0.731,-3.78,-2.1,0.84
106253,-0.649,0.002,0.71,-6.44,-3.43,0.84
106263,-0.638,0.032,0.678,-14.49,-4.76,1.68
106272,-0.636,0.053,0.657,-30.94,-4.55,3.08
106282,-0.617,0.093,0.592,-56.0,-3.64,5.6
106292,-0.596,0.126,0.575,-95.9,-1.26,8.05
106301,-0.568,0.12,0.514,-144.97,4.76,8.05
106311,-0.613,0.1,0.482,-197.12,11.83,8.89
106321,-0.649,0.018,0.546,-254.17,22.68,13.86
106330,-0.658,-0.134,0.559,-301.21,37.17,19.39
