Time,aX,aY,aZ,gX,gY,gZ
212553,-0.608,0.219,0.747,-15.33,3.99,0.14
212563,-0.618,0.22,0.749,-16.66,5.6,0.21
212572,-0.619,0.214,0.75,-17.64,5.39,0.56
212582,-0.621,0.201,0.757,-17.01,4.13,0.35
212592,-0.621,0.191,0.763,-13.23,2.45,0.0
212601,-0.621,0.191,0.769,-7.0,0.42,-0.21
212611,-0.615,0.198,0.764,-0.49,-2.1,-0.63
212620,-0.61,0.21,0.758,4.06,-3.85,-1.05
212630,-0.61,0.22,0.75,5.04,-4.41,-1.33
212640,-0.611,0.221,0.748,3.08,-3.85,-1.33
212649,-0.614,0.218,0.748,0.0,-2.31,-1.12
212659,-0.616,0.21,0.755,-2.59,-0.84,-0.56
212668,-0.617,0.2,0.764,-3.08,-0.28,-0.35
212678,-0.616,0.196,0.766,-0.98,-0.63,-0.42
212688,-0.613,0.199,0.764,2.45,-1.82,-0.98
212697,-0.617,0.201,0.761,4.9,-3.01,-1.4
212707,-0.617,0.202,0.755,6.09,-3.43,-1.47
212716,-0.617,0.207,0.752,6.58,-3.57,-1.33
212726,-0.612,0.21,0.749,6.23,-3.64,-1.26
212736,-0.609,0.215,0.746,4.55,-2.94,-1.12
212745,-0.61,0.217,0.747,1.47,-1.54,-0.77
212755,-0.615,0.216,0.746,-2.24,0.14,-0.35
212764,-0.618,0.207,0.755,-5.18,1.4,0.14
212774,-0.619,0.196,0.762,-5.32,1.96,0.35
212784,-0.617,0.196,0.765,-1.96,0.49,0.21
212793,-0.614,0.205,0.763,1.75,-1.4,0.07
212803,-0.607,0.213,0.754,3.85,-2.31,-0.14
212813,-0.609,0.22,0.748,4.06,-2.38,-0.63
212822,-0.608,0.222,0.742,2.52,-2.03,-0.63
212832,-0.607,0.227,0.735,-0.28,-1.19,-0.49
212841,-0.598,0.238,0.728,-4.48,0.0,-0.77
212851,-0.585,0.273,0.696,-11.34,1.82,-1.61
212861,-0.552,0.338,0.638,-25.34,4.34,-3.36
212870,-0.5,0.391,0.564,-51.8,9.38,-7.35
212880,-0.487,0.439,0.51,-91.63,21.77,-14.63
212889,-0.447,0.464,0.398,-144.48,36.47,-22.4
212899,-0.36,0.499,0.317,-208.88,46.62,-33.18
