Time,aX,aY,aZ,gX,gY,gZ
2430290,-0.572,-0.697,0.894,-289.1,88.9,17.99
2430299,-0.601,-0.724,0.893,-235.34,76.51,19.74
2430309,-0.563,-0.669,0.896,-153.37,44.45,18.76
2430318,-0.524,-0.503,0.889,-73.5,5.25,11.83
2430328,-0.474,-0.374,0.869,-19.18,-22.68,2.59
2430337,-0.432,-0.359,0.925,7.63,-28.7,-6.86
2430347,-0.476,-0.426,0.94,26.32,-15.26,-14.56
2430356,-0.501,-0.484,0.919,59.36,-4.2,-18.83
2430366,-0.502,-0.507,0.899,107.87,-5.39,-22.19
2430375,-0.529,-0.515,0.94,155.05,-17.43,-26.88
2430385,-0.54,-0.572,1.026,198.45,-31.64,-30.03
2430394,-0.61,-0.695,1.096,251.23,-40.11,-31.15
2430404,-0.622,-0.703,1.06,330.26,-52.22,-29.19
2430413,-0.531,-0.536,1.018,418.95,-74.41,-28.42
2430423,-0.446,-0.384,0.924,480.41,-91.07,-30.03
2430432,-0.429,-0.276,0.853,515.06,-99.47,-35.98
2430442,-0.444,-0.232,0.842,529.13,-100.59,-40.39
2430451,-0.403,-0.17,0.796,532.98,-93.59,-40.74
2430461,-0.411,-0.095,0.773,520.52,-82.39,-40.88
2430470,-0.451,-0.011,0.745,489.58,-69.37,-36.61
2430480,-0.449,0.084,0.699,446.88,-53.83,-27.44
2430489,-0.457,0.185,0.559,391.16,-33.04,-10.71
2430499,-0.456,0.257,0.52,319.34,-18.41,11.69
2430508,-0.378,0.372,0.563,242.41,-4.69,31.78
2430518,-0.35,0.429,0.657,181.16,14.14,42.49
2430527,-0.322,0.495,0.645,143.36,24.78,41.72
2430537,-0.312,0.571,0.641,127.12,20.3,35.28
2430546,-0.328,0.636,0.681,115.71,11.13,28.14
2430556,-0.311,0.698,0.712,100.94,7.07,22.96
2430565,-0.303,0.731,0.707,82.53,8.89,16.87
2430575,-0.284,0.732,0.694,63.21,11.48,9.87
2430584,-0.308,0.711,0.698,43.47,13.23,3.29
2430594,-0.317,0.702,0.676,23.45,15.82,-1.61
