Time,aX,aY,aZ,gX,gY,gZ
2331015,-0.604,-0.35,0.698,-3.01,-1.47,-0.28
2331024,-0.599,-0.365,0.713,-1.4,-2.03,0.7
2331034,-0.61,-0.331,0.72,1.61,-0.98,1.89
2331043,-0.604,-0.304,0.719,-0.42,0.42,1.82
2331053,-0.606,-0.343,0.716,-2.45,0.84,-0.56
2331062,-0.615,-0.369,0.706,-0.98,1.54,-1.54
2331072,-0.618,-0.375,0.689,1.26,1.26,-0.56
2331081,-0.617,-0.359,0.676,0.91,0.0,1.4
2331091,-0.61,-0.35,0.693,-1.26,-2.59,2.31
2331100,-0.601,-0.349,0.715,-2.17,-4.69,2.17
2331110,-0.59,-0.336,0.725,-1.75,-4.9,1.61
2331119,-0.599,-0.334,0.726,-1.89,-3.64,0.07
2331129,-0.603,-0.349,0.721,-2.66,-2.31,-1.61
2331138,-0.6,-0.364,0.725,-2.73,-1.47,-2.03
2331148,-0.598,-0.376,0.729,-1.26,-0.28,-1.61
2331157,-0.599,-0.37,0.721,-0.21,1.68,-0.42
2331167,-0.604,-0.366,0.71,-0.07,3.5,0.28
2331176,-0.606,-0.358,0.699,0.0,3.78,0.56
2331186,-0.605,-0.351,0.694,-0.21,3.29,0.7
2331195,-0.606,-0.34,0.697,-0.42,2.59,0.84
2331205,-0.604,-0.335,0.697,-0.56,1.61,0.21
2331214,-0.605,-0.338,0.695,-0.98,0.77,-0.84
2331224,-0.605,-0.349,0.697,-1.4,-0.07,-1.68
2331233,-0.605,-0.36,0.703,-0.7,-0.84,-2.03
2331243,-0.604,-0.366,0.709,0.0,-1.12,-1.82
2331252,-0.607,-0.374,0.716,0.14,-0.84,-1.4
2331262,-0.607,-0.374,0.718,0.84,-0.28,-0.7
2331271,-0.605,-0.373,0.712,1.12,0.63,0.0
2331281,-0.609,-0.367,0.711,1.19,1.54,0.84
2331290,-0.61,-0.356,0.714,1.19,1.82,1.54
2331300,-0.614,-0.346,0.716,0.91,1.75,1.68
2331309,-0.611,-0.34,0.714,0.28,1.47,1.82
2331319,-0.608,-0.336,0.721,-0.28,0.56,1.47
2331328,-0.606,-0.33,0.723,-0.49,-0.07,1.05
2331338,-0.603,-0.329,0.722,-0.63,0.14,0.56
2331347,-0.609,-0.337,0.719,-0.84,0.49,-0.14
2331357,-0.61,-0.347,0.716,-1.19,0.77,-0.56
2331366,-0.61,-0.362,0.717,-1.61,0.91,-0.35
2331376,-0.61,-0.368,0.714,-1.19,1.68,0.28
2331385,-0.61,-0.356,0.709,0.07,2.17,1.12
2331395,-0.615,-0.342,0.709,0.14,1.89,1.19
2331404,-0.613,-0.342,0.717,-1.82,1.26,0.77
2331414,-0.61,-0.36,0.725,-4.13,0.98,0.28
2331423,-0.609,-0.377,0.727,-4.34,1.68,0.49
2331433,-0.61,-0.367,0.731,-3.01,2.59,1.68
2331442,-0.615,-0.363,0.74,-2.17,3.22,2.45
2331452,-0.609,-0.358,0.733,-0.42,4.34,2.45
2331461,-0.611,-0.349,0.737,1.33,5.67,2.66
2331471,-0.621,-0.386,0.772,5.39,6.16,1.33
2331480,-0.641,-0.458,0.822,18.55,7.56,-0.7
2331490,-0.615,-0.429,0.968,48.23,11.9,0.14
2331499,-0.42,-0.35,0.998,122.15,26.18,-3.29
2331509,-0.299,-0.113,0.559,278.74,58.66,-28.28
