Time,aX,aY,aZ,gX,gY,gZ
90558,-0.483,-0.078,0.869,0.0,-0.35,0.91
90568,-0.482,-0.074,0.87,0.49,-0.91,0.77
90577,-0.48,-0.071,0.872,0.84,-1.4,0.63
90587,-0.477,-0.072,0.871,0.63,-1.61,0.42
90596,-0.478,-0.071,0.873,0.28,-1.05,0.28
90606,-0.48,-0.074,0.875,-0.14,-0.7,0.14
90616,-0.483,-0.074,0.876,-0.42,-0.56,0.42
90625,-0.48,-0.075,0.876,-0.56,-0.42,0.77
90635,-0.482,-0.074,0.876,-0.56,-0.35,0.77
90645,-0.479,-0.073,0.873,-0.7,-0.28,0.91
90654,-0.477,-0.072,0.873,-0.77,-0.14,1.05
90664,-0.48,-0.072,0.873,-0.98,-0.14,0.98
90673,-0.479,-0.071,0.875,-0.91,-0.49,0.98
90683,-0.478,-0.07,0.876,-0.49,-0.98,0.91
90693,-0.478,-0.071,0.875,-0.42,-0.77,0.84
90702,-0.477,-0.07,0.873,-0.7,-0.35,0.7
90712,-0.477,-0.071,0.873,-0.7,-0.14,0.49
90721,-0.479,-0.071,0.872,-0.42,-0.28,0.42
90731,-0.48,-0.069,0.871,-0.14,-0.35,0.35
90741,-0.479,-0.068,0.871,-0.35,-0.35,0.28
90750,-0.478,-0.07,0.87,-0.84,0.0,0.35
90760,-0.478,-0.07,0.87,-1.4,0.42,0.35
90770,-0.479,-0.072,0.87,-1.89,0.63,0.42
90779,-0.482,-0.074,0.872,-2.1,0.42,0.49
90789,-0.484,-0.076,0.875,-1.61,-0.07,0.7
90798,-0.484,-0.077,0.877,-0.42,-0.98,0.77
90808,-0.482,-0.074,0.877,0.56,-1.82,0.84
90818,-0.478,-0.07,0.876,1.33,-1.82,0.91
90827,-0.476,-0.066,0.872,1.68,-1.68,0.49
90837,-0.477,-0.063,0.871,1.19,-1.33,0.07
90846,-0.473,-0.066,0.869,-0.07,-0.84,-0.21
90856,-0.477,-0.072,0.872,-1.05,-0.14,-0.7
90866,-0.482,-0.075,0.875,-1.26,0.28,-0.63
90875,-0.483,-0.079,0.876,-0.91,0.07,-0.21
90885,-0.483,-0.08,0.875,-0.56,-0.14,0.0
90895,-0.484,-0.08,0.876,0.07,-0.07,0.28
90904,-0.483,-0.077,0.876,0.7,-0.63,0.56
90914,-0.482,-0.077,0.876,1.33,-1.19,0.84
90923,-0.481,-0.075,0.878,1.96,-1.4,0.91
90933,-0.479,-0.074,0.879,2.52,-1.26,0.98
90943,-0.48,-0.071,0.876,3.08,-0.91,1.05
90952,-0.478,-0.068,0.875,3.22,-0.63,0.84
90962,-0.478,-0.065,0.874,3.01,-0.21,0.77
90972,-0.477,-0.067,0.877,2.59,0.42,0.84
90981,-0.481,-0.07,0.883,2.17,0.91,0.84
90991,-0.484,-0.075,0.889,2.52,0.91,1.12
91000,-0.486,-0.077,0.897,4.13,1.05,1.61
91010,-0.487,-0.083,0.91,8.12,0.56,1.54
91020,-0.492,-0.096,0.927,15.05,-1.26,1.05
91029,-0.515,-0.141,0.979,25.2,-1.89,1.4
91039,-0.562,-0.202,1.041,39.27,1.19,5.18
91048,-0.541,-0.25,1.07,68.74,0.84,12.11
91058,-0.573,-0.202,1.047,107.52,-5.11,17.08
91068,-0.504,-0.136,1.036,140.91,-13.16,20.58
91077,-0.485,-0.121,1.095,173.67,-21.84,20.93
91087,-0.445,-0.019,1.073,205.87,-23.8,18.27
91097,-0.421,0.037,1.064,233.17,-20.44,10.64
91106,-0.412,0.081,1.055,255.29,-17.15,-0.14
91116,-0.446,0.088,1.051,278.39,-17.29,-12.81
91125,-0.464,0.074,1.059,307.51,-21.42,-24.92
91135,-0.438,0.086,0.977,344.68,-33.18,-33.18
