Time,aX,aY,aZ,gX,gY,gZ
45527,-0.313,-0.185,0.931,-13.02,-2.87,1.12
45535,-0.322,-0.205,0.955,-22.82,-1.54,-0.49
45544,-0.306,-0.218,0.964,-28.35,1.54,-1.12
45552,-0.302,-0.226,0.947,-28.98,6.02,1.12
45560,-0.324,-0.218,0.909,-20.3,7.14,3.85
45569,-0.332,-0.214,0.908,-4.41,2.45,2.38
45577,-0.308,-0.188,0.897,16.73,-2.59,0.0
45586,-0.309,-0.173,0.925,19.18,-6.09,-3.15
45595,-0.319,-0.208,0.971,9.8,-5.32,-7.07
45602,-0.317,-0.234,0.974,10.5,-1.89,-8.12
45611,-0.322,-0.24,0.956,13.02,1.4,-6.3
45619,-0.321,-0.232,0.939,14.21,3.22,-4.2
45627,-0.311,-0.207,0.92,16.66,3.43,-3.15
45636,-0.307,-0.2,0.932,7.49,2.8,-3.64
45644,-0.319,-0.213,0.96,-3.01,3.57,-4.62
45653,-0.32,-0.231,0.96,-8.19,6.51,-4.69
45661,-0.336,-0.247,0.955,-7.21,9.38,-3.01
45669,-0.346,-0.229,0.929,12.74,9.8,-1.47
45678,-0.347,-0.2,0.885,34.44,7.42,-2.94
45686,-0.34,-0.193,0.871,44.87,2.73,-6.65
45694,-0.341,-0.2,0.882,52.64,-3.01,-9.38
45703,-0.344,-0.203,0.926,67.2,-7.91,-10.78
45711,-0.343,-0.159,0.922,98.84,-10.36,-11.97
45720,-0.33,-0.124,0.911,120.54,-12.18,-15.33
45729,-0.339,-0.118,0.913,132.51,-13.79,-19.74
45736,-0.358,-0.128,0.914,157.64,-15.12,-24.08
45745,-0.381,-0.148,0.911,221.83,-17.29,-27.51
45753,-0.399,-0.087,0.815,364.56,-23.38,-27.23
45762,-0.605,0.06,0.625,547.19,-43.26,-30.73
45770,-0.328,0.105,0.676,721.0,-79.8,-49.42
45778,-0.211,0.277,0.597,866.04,-117.39,-57.61
45787,-0.171,0.467,0.501,900.48,-148.19,-59.57
45795,-0.127,0.652,0.518,812.49,-172.27,-61.67
45803,-0.06,0.653,0.732,727.23,-189.28,-56.56
45812,-0.099,0.816,0.678,783.3,-199.92,-49.56
45820,-0.163,1.039,0.579,826.42,-210.35,-49.35
45829,-0.127,1.219,0.576,801.85,-211.61,-55.51
45837,-0.106,1.328,0.576,750.75,-195.93,-70.63
45845,-0.108,1.354,0.56,691.6,-169.89,-96.81
45854,-0.103,1.262,0.519,643.65,-136.08,-121.38
45863,-0.186,1.08,0.422,627.13,-101.64,-133.0
45870,-0.223,0.858,0.354,651.56,-78.54,-134.82
45879,-0.259,0.68,0.233,753.27,-71.68,-124.6
45887,-0.253,0.658,-0.044,871.43,-67.9,-100.87
45896,-0.276,0.728,-0.391,863.45,-48.79,-76.79
45904,-0.271,0.764,-0.621,681.66,-15.33,-62.37
45912,-0.306,0.719,-0.721,440.09,21.14,-57.61
45921,-0.312,0.686,-0.764,270.13,39.55,-52.22
45929,-0.301,0.698,-0.793,186.27,35.77,-45.5
45938,-0.299,0.684,-0.795,155.05,20.58,-39.48
45946,-0.304,0.674,-0.797,144.48,2.73,-36.61
45954,-0.305,0.614,-0.716,113.33,-8.68,-33.88
45963,-0.31,0.573,-0.653,99.19,-10.78,-28.98
45971,-0.313,0.548,-0.612,104.86,-7.84,-22.33
45979,-0.318,0.556,-0.594,133.84,-5.67,-16.45
45988,-0.323,0.564,-0.642,175.35,-1.33,-13.09
45997,-0.332,0.56,-0.751,215.32,6.09,-10.5
46006,-0.331,0.574,-0.921,224.21,13.02,-11.27
46013,-0.324,0.544,-1.02,170.38,15.33,-16.66
46021,-0.33,0.469,-1.024,102.55,9.94,-20.51
