Time,aX,aY,aZ,gX,gY,gZ
190624,-0.516,-0.024,0.859,2.38,-0.28,-0.56
190634,-0.512,-0.032,0.861,2.52,-0.28,-0.42
190644,-0.517,-0.034,0.863,2.87,-0.42,-0.35
190653,-0.516,-0.035,0.866,3.43,-0.49,-0.14
190663,-0.515,-0.036,0.866,4.69,-0.7,0.14
190673,-0.521,-0.033,0.866,5.74,-0.14,0.49
190682,-0.522,-0.032,0.86,6.65,0.77,0.91
190692,-0.523,-0.035,0.848,6.79,1.47,1.54
190701,-0.535,-0.03,0.845,4.69,2.45,2.1
190711,-0.528,-0.026,0.833,3.64,2.03,3.29
190721,-0.526,-0.022,0.846,2.8,0.63,4.2
190730,-0.525,-0.014,0.855,1.68,0.56,4.41
190740,-0.518,-0.01,0.859,1.4,1.26,4.62
190749,-0.526,-0.013,0.876,-0.14,3.08,5.04
190759,-0.534,-0.019,0.873,-2.8,7.42,5.88
190769,-0.509,0.0,0.832,-2.66,8.05,5.88
190778,-0.535,0.015,0.859,-1.54,5.18,6.65
190788,-0.52,-0.006,0.843,-2.87,2.66,8.05
190797,-0.533,-0.003,0.828,-4.13,-0.28,7.56
190807,-0.531,-0.021,0.827,-3.22,-3.36,8.33
190817,-0.531,0.001,0.835,-2.31,-6.3,9.31
190826,-0.505,0.001,0.841,-2.59,-7.77,10.43
190836,-0.504,0.006,0.856,-3.71,-6.3,9.24
190846,-0.499,0.007,0.862,-3.85,-3.71,7.63
190855,-0.47,0.005,0.884,-1.4,-1.75,4.69
190865,-0.52,0.006,0.876,1.26,0.0,1.05
190874,-0.525,-0.004,0.849,2.66,0.0,0.91
190884,-0.517,0.0,0.843,2.03,-1.26,1.26
190894,-0.505,0.0,0.847,1.33,-1.61,1.19
190903,-0.507,0.0,0.848,0.84,-0.98,0.14
190913,-0.518,-0.002,0.849,-0.21,0.07,-0.63
190922,-0.526,-0.009,0.849,-1.75,0.56,-0.42
190932,-0.527,-0.017,0.851,-2.31,0.07,0.21
190942,-0.52,-0.014,0.852,-1.75,-0.49,0.77
190951,-0.516,-0.008,0.857,-1.26,-0.77,0.56
190961,-0.515,-0.005,0.859,-1.12,-0.56,-0.07
190970,-0.518,-0.014,0.861,-1.33,0.07,-0.56
190980,-0.521,-0.019,0.855,-1.05,0.35,-0.7
190990,-0.524,-0.021,0.849,-0.56,0.07,-0.21
190999,-0.523,-0.016,0.848,-0.49,-0.7,0.42
191009,-0.521,-0.011,0.85,-0.98,-1.05,0.84
191018,-0.519,-0.007,0.848,-1.26,-0.63,0.77
191028,-0.525,-0.006,0.843,-1.68,0.0,0.56
191038,-0.523,-0.01,0.845,-2.03,0.07,0.77
191047,-0.523,-0.011,0.841,-2.66,0.0,1.12
191057,-0.518,-0.014,0.851,-3.85,-0.21,1.54
191067,-0.514,-0.014,0.854,-3.29,-0.56,1.75
191076,-0.51,-0.014,0.864,-2.31,-0.91,1.68
191086,-0.514,-0.01,0.859,-1.75,-0.98,1.61
191095,-0.511,-0.008,0.852,-1.26,-1.26,1.68
191105,-0.508,-0.003,0.853,-1.47,-1.54,1.61
191115,-0.508,0.001,0.852,-1.89,-1.19,1.54
191124,-0.506,0.005,0.852,-2.94,-0.35,1.4
191134,-0.508,0.006,0.849,-3.15,0.49,1.05
