Time,aX,aY,aZ,gX,gY,gZ
129758,-0.655,-0.224,0.72,1.12,-1.96,0.14
129767,-0.654,-0.226,0.722,0.98,-1.54,0.14
129777,-0.654,-0.227,0.722,0.56,-0.56,0.07
129786,-0.654,-0.227,0.719,0.28,0.35,-0.07
129796,-0.658,-0.23,0.714,0.35,0.77,-0.28
129806,-0.659,-0.232,0.711,0.7,0.42,-0.35
129815,-0.659,-0.23,0.707,1.19,-0.21,-0.28
129825,-0.661,-0.23,0.704,1.47,-0.7,-0.28
129835,-0.665,-0.228,0.701,1.47,-0.77,-0.14
129844,-0.664,-0.223,0.702,0.84,-0.98,0.21
129854,-0.663,-0.221,0.705,-0.14,-0.98,0.56
129863,-0.66,-0.224,0.712,-0.91,-0.98,0.77
129873,-0.658,-0.226,0.718,-0.84,-1.05,0.84
129883,-0.655,-0.226,0.721,-0.56,-1.33,0.63
129892,-0.65,-0.231,0.724,-0.63,-1.26,0.42
129902,-0.652,-0.237,0.725,-0.63,-0.7,0.14
129912,-0.656,-0.24,0.722,-0.35,-0.14,0.28
129921,-0.657,-0.235,0.721,0.07,-0.14,0.7
129931,-0.655,-0.227,0.717,0.42,-0.35,0.98
129940,-0.653,-0.218,0.712,0.35,-0.35,1.05
129950,-0.654,-0.213,0.709,0.0,-0.14,0.77
129960,-0.655,-0.217,0.705,-0.14,-0.07,0.35
129969,-0.654,-0.219,0.706,0.28,-0.56,0.07
129979,-0.654,-0.217,0.706,0.63,-1.12,-0.28
129988,-0.651,-0.221,0.709,0.49,-1.47,-0.56
129998,-0.651,-0.223,0.714,0.07,-1.33,-0.56
130008,-0.65,-0.226,0.718,-0.28,-0.77,-0.35
130017,-0.652,-0.226,0.717,-0.49,-0.14,-0.21
130027,-0.654,-0.224,0.715,-0.35,-0.14,-0.35
130037,-0.654,-0.222,0.714,0.14,-0.7,-0.49
130046,-0.652,-0.22,0.712,0.77,-1.19,-0.7
130056,-0.653,-0.215,0.711,1.05,-1.61,-0.91
130065,-0.653,-0.216,0.715,0.77,-1.96,-1.12
130075,-0.652,-0.219,0.719,0.14,-1.89,-1.19
130085,-0.653,-0.222,0.723,-0.42,-1.4,-1.19
130094,-0.653,-0.229,0.727,-0.77,-0.77,-1.26
130104,-0.658,-0.232,0.726,-0.98,-0.14,-1.19
130113,-0.66,-0.233,0.724,-0.77,0.0,-1.19
130123,-0.663,-0.233,0.721,-0.28,-0.21,-1.12
130133,-0.664,-0.234,0.719,0.0,-0.28,-1.05
130142,-0.666,-0.236,0.719,-0.07,-0.35,-0.84
130152,-0.664,-0.239,0.721,-0.21,-0.28,-0.42
130162,-0.662,-0.24,0.721,-0.28,-0.14,0.14
130171,-0.658,-0.239,0.72,-0.35,-0.07,0.63
130181,-0.66,-0.241,0.722,-0.63,0.07,0.84
