Time,aX,aY,aZ,gX,gY,gZ
48774,-0.304,0.502,0.795,1.96,25.06,2.24
48783,-0.317,0.522,0.701,3.71,19.39,1.26
48791,-0.305,0.514,0.701,4.2,4.9,-0.84
48800,-0.294,0.503,0.778,2.31,-6.37,-1.68
48808,-0.278,0.501,0.84,-0.07,-7.28,-1.4
48816,-0.281,0.476,0.861,-1.4,-2.24,-1.26
48825,-0.289,0.457,0.859,-0.98,3.36,0.07
48833,-0.279,0.484,0.855,0.42,7.91,1.47
48841,-0.268,0.493,0.845,-0.42,13.16,1.4
48850,-0.288,0.472,0.843,-1.75,17.71,0.77
48858,-0.314,0.443,0.821,-2.45,21.0,2.8
48867,-0.312,0.452,0.773,-1.4,19.95,6.09
48875,-0.299,0.504,0.768,1.19,13.44,8.12
48884,-0.281,0.532,0.798,1.05,7.7,7.07
48893,-0.277,0.519,0.832,-0.84,6.72,4.9
48900,-0.27,0.54,0.828,-2.8,9.24,3.57
48909,-0.278,0.535,0.816,-4.69,10.99,0.21
48917,-0.286,0.498,0.826,-5.6,12.04,-2.52
48925,-0.3,0.484,0.814,-5.53,13.3,-2.73
48934,-0.302,0.486,0.787,-4.2,13.02,-2.52
48942,-0.309,0.48,0.768,-2.66,9.38,-2.52
48950,-0.305,0.479,0.794,-1.61,5.32,-1.89
48959,-0.3,0.468,0.823,-1.4,5.04,-1.12
48967,-0.306,0.466,0.817,-1.05,7.84,0.77
48976,-0.31,0.497,0.771,0.84,8.33,1.54
48984,-0.301,0.503,0.769,0.56,4.48,0.42
48992,-0.304,0.503,0.801,0.28,0.56,-1.33
49001,-0.301,0.517,0.826,-0.07,0.84,-3.01
49009,-0.311,0.497,0.815,-2.38,3.92,-4.83
49018,-0.323,0.477,0.791,-4.13,5.74,-4.97
49027,-0.326,0.477,0.798,-4.34,5.04,-4.34
49034,-0.33,0.471,0.8,-3.99,4.69,-3.92
49043,-0.33,0.472,0.793,-4.34,4.34,-3.5
49051,-0.329,0.472,0.805,-5.18,3.71,-2.59
49059,-0.339,0.47,0.791,-5.74,3.64,-1.47
49068,-0.335,0.463,0.795,-5.53,1.89,0.0
49076,-0.319,0.499,0.794,-4.41,-0.14,0.98
49085,-0.316,0.494,0.828,-2.73,-2.38,-1.26
49093,-0.317,0.476,0.859,-1.68,-0.98,-2.24
49101,-0.32,0.48,0.835,-1.4,3.01,-1.54
49110,-0.318,0.496,0.796,-1.54,4.76,-1.47
49118,-0.325,0.486,0.796,-2.45,3.36,-2.38
49126,-0.334,0.469,0.807,-3.36,2.31,-2.38
49135,-0.337,0.457,0.815,-4.13,2.45,-0.84
49143,-0.337,0.455,0.813,-4.06,2.45,1.12
49152,-0.333,0.464,0.81,-3.15,1.68,2.59
49161,-0.322,0.479,0.813,-2.45,0.07,3.01
49168,-0.313,0.489,0.827,-1.68,-0.98,2.45
49177,-0.308,0.493,0.822,-2.17,-0.28,1.61
49185,-0.306,0.494,0.817,-2.94,0.77,0.63
49194,-0.306,0.495,0.822,-2.66,1.47,-1.05
49202,-0.304,0.511,0.817,-2.87,2.45,-3.15
49210,-0.303,0.502,0.809,-4.41,3.08,-5.46
49219,-0.303,0.5,0.819,-5.67,2.87,-6.93
49227,-0.326,0.457,0.834,-7.28,3.99,-7.84
49235,-0.362,0.403,0.829,-8.26,6.65,-3.78
49244,-0.353,0.443,0.791,-5.95,7.14,1.61
49252,-0.335,0.456,0.794,-2.1,3.78,2.1
49261,-0.334,0.467,0.823,-0.7,0.56,2.8
49269,-0.326,0.465,0.842,-0.63,1.4,3.15
49277,-0.328,0.465,0.829,-0.84,4.55,3.92
49286,-0.327,0.473,0.817,-1.19,6.09,4.69
49295,-0.33,0.456,0.834,-2.52,7.0,5.18
49304,-0.32,0.48,0.837,-4.13,10.22,6.58
49311,-0.325,0.516,0.788,-3.5,11.55,4.48
49319,-0.34,0.472,0.777,-2.8,7.49,1.4
49328,-0.354,0.452,0.791,-1.54,2.24,1.68
49336,-0.343,0.468,0.791,-0.28,-0.63,3.29
49344,-0.333,0.502,0.781,-0.07,-3.5,2.87
49353,-0.32,0.486,0.818,-1.4,-5.39,0.91
49361,-0.317,0.471,0.834,-3.01,-3.01,-0.07
49370,-0.317,0.486,0.836,-3.78,1.05,-0.28
49378,-0.314,0.485,0.823,-4.83,4.69,-1.89
49386,-0.326,0.461,0.814,-5.18,6.44,-3.43
49395,-0.342,0.443,0.825,-4.69,7.49,-2.8
49403,-0.347,0.435,0.797,-3.57,7.98,-1.12
49411,-0.347,0.435,0.791,-1.26,4.97,0.7
49420,-0.337,0.458,0.808,0.35,1.54,2.66
49429,-0.325,0.479,0.813,0.28,0.91,2.94
49438,-0.322,0.488,0.802,-0.98,1.4,2.03
49445,-0.316,0.51,0.793,-1.82,0.7,0.14
49453,-0.324,0.493,0.805,-2.38,-0.7,-3.29
49462,-0.338,0.464,0.817,-3.01,-0.77,-4.55
49470,-0.338,0.468,0.809,-2.24,0.07,-3.92
49479,-0.336,0.459,0.809,-1.89,0.0,-3.71
49487,-0.338,0.458,0.832,-1.54,-0.14,-2.59
49495,-0.339,0.45,0.84,-1.33,1.68,-1.47
49504,-0.343,0.454,0.819,-0.56,3.5,-0.07
49512,-0.34,0.466,0.81,0.21,3.01,0.56
49520,-0.34,0.467,0.812,-0.49,2.59,0.28
49529,-0.336,0.473,0.814,-1.54,2.73,0.21
49537,-0.338,0.465,0.813,-2.1,2.52,-0.28
49546,-0.336,0.477,0.811,-2.1,2.03,-0.56
49554,-0.342,0.458,0.827,-2.59,1.61,-1.47
49563,-0.344,0.462,0.835,-1.82,2.45,-1.12
49572,-0.345,0.458,0.827,-1.47,3.71,-0.91
