Time,aX,aY,aZ,gX,gY,gZ
17390,-0.929,-0.224,-0.217,-0.21,3.01,12.6
17399,-0.935,-0.234,-0.202,-3.43,-0.84,12.95
17407,-0.922,-0.202,-0.192,-5.18,-2.66,9.52
17416,-0.927,-0.217,-0.23,-9.24,-4.41,4.69
17424,-0.94,-0.216,-0.212,-12.81,-8.96,1.82
17432,-0.944,-0.216,-0.205,-14.0,-12.25,0.07
17441,-0.957,-0.225,-0.177,-12.88,-14.07,-0.07
17449,-0.953,-0.24,-0.164,-10.64,-13.58,1.33
17457,-0.954,-0.245,-0.135,-7.14,-11.83,3.15
17466,-0.981,-0.266,-0.103,-2.73,-7.07,5.6
17474,-0.987,-0.261,-0.101,4.34,0.35,12.18
17483,-0.946,-0.22,-0.136,9.87,8.4,19.11
17491,-0.953,-0.194,-0.218,11.62,12.25,22.19
17499,-0.958,-0.192,-0.209,11.55,8.75,19.74
17508,-0.919,-0.212,-0.187,10.15,5.74,17.71
17517,-0.932,-0.183,-0.231,7.42,5.04,17.5
17526,-0.925,-0.194,-0.215,1.12,0.0,13.58
17533,-0.94,-0.213,-0.172,-2.66,-3.5,9.45
17541,-0.953,-0.213,-0.167,-1.75,-3.01,8.54
17550,-0.967,-0.194,-0.175,0.98,-1.12,10.5
17558,-0.964,-0.198,-0.165,2.8,1.05,14.14
17566,-0.962,-0.202,-0.156,6.09,4.13,15.54
17575,-0.957,-0.178,-0.185,8.33,6.3,15.61
17583,-0.961,-0.174,-0.194,6.65,5.67,14.49
17592,-0.952,-0.171,-0.204,3.57,3.64,14.14
17600,-0.958,-0.161,-0.2,-0.42,0.56,11.83
17608,-0.957,-0.179,-0.182,-3.15,-1.75,6.72
17617,-0.953,-0.161,-0.195,-2.94,-2.52,5.18
17625,-0.939,-0.126,-0.233,-6.44,-3.5,2.66
17634,-0.952,-0.164,-0.224,-11.76,-7.14,-2.52
17642,-0.96,-0.189,-0.176,-12.11,-10.99,-4.55
17651,-0.975,-0.216,-0.122,-7.91,-10.78,-3.36
17660,-0.971,-0.213,-0.127,-1.4,-6.44,0.28
17667,-0.965,-0.208,-0.148,1.75,-3.01,3.15
17675,-0.97,-0.231,-0.128,4.2,-1.75,5.04
17684,-0.971,-0.219,-0.119,8.68,1.61,8.89
17692,-0.974,-0.218,-0.126,12.11,5.81,12.6
17701,-0.963,-0.193,-0.168,14.49,7.56,16.59
17709,-0.923,-0.142,-0.224,11.9,6.79,18.83
17717,-0.928,-0.148,-0.237,4.69,3.22,12.11
17726,-0.94,-0.166,-0.204,-0.7,-2.66,6.58
17734,-0.951,-0.179,-0.181,-2.59,-4.83,4.55
17742,-0.954,-0.191,-0.18,-1.89,-4.97,5.18
17751,-0.974,-0.179,-0.164,-0.35,-4.76,7.0
17759,-0.975,-0.18,-0.156,2.45,-4.2,10.92
17768,-0.97,-0.157,-0.163,5.74,-2.1,12.25
17776,-0.956,-0.156,-0.198,6.51,-1.33,11.83
17785,-0.956,-0.132,-0.196,6.37,-2.66,11.48
17794,-0.961,-0.132,-0.196,4.76,-3.08,9.94
17801,-0.977,-0.145,-0.167,4.69,-3.57,8.61
17810,-0.981,-0.15,-0.162,7.0,-2.59,8.96
17818,-0.969,-0.153,-0.174,10.01,-1.47,10.08
17826,-0.965,-0.148,-0.177,11.48,-1.61,10.78
17835,-0.97,-0.131,-0.176,10.92,-2.52,10.78
17843,-0.982,-0.115,-0.162,8.61,-3.57,7.91
17851,-0.992,-0.107,-0.17,7.07,-3.15,3.71
17860,-0.985,-0.135,-0.189,6.72,-4.62,1.89
17868,-0.974,-0.153,-0.174,7.77,-8.89,2.45
17877,-0.955,-0.174,-0.156,7.21,-10.85,3.15
17885,-0.963,-0.193,-0.146,6.02,-10.78,4.27
17893,-0.954,-0.203,-0.146,7.0,-11.69,6.79
17902,-0.931,-0.176,-0.15,7.98,-11.69,10.15
17910,-0.943,-0.14,-0.151,5.53,-9.94,11.06
17919,-0.968,-0.133,-0.148,1.68,-8.19,9.03
17928,-0.98,-0.143,-0.154,1.4,-7.56,7.84
17935,-0.974,-0.148,-0.165,3.5,-8.82,9.17
17944,-0.979,-0.138,-0.151,5.53,-10.43,10.5
17952,-0.98,-0.118,-0.156,6.02,-11.2,10.57
17960,-0.983,-0.131,-0.162,5.25,-11.97,9.59
17969,-0.974,-0.153,-0.163,7.28,-13.58,9.87
17977,-0.966,-0.143,-0.165,10.43,-15.47,11.97
17986,-0.944,-0.158,-0.145,10.5,-17.08,13.37
17994,-0.932,-0.135,-0.112,8.47,-15.19,12.11
18002,-0.928,-0.136,-0.134,1.96,-8.68,7.63
18011,-0.971,-0.151,-0.133,-2.45,-4.69,4.06
18019,-0.991,-0.136,-0.141,0.28,-5.04,4.97
18028,-0.983,-0.105,-0.146,4.13,-6.65,7.07
18036,-0.982,-0.102,-0.14,4.2,-7.14,7.21
18044,-0.978,-0.133,-0.133,3.22,-7.35,6.65
18053,-0.984,-0.149,-0.117,4.83,-8.05,7.98
18062,-0.997,-0.144,-0.104,8.96,-8.54,11.13
18069,-0.992,-0.11,-0.12,14.14,-8.89,14.49
18078,-0.977,-0.08,-0.158,15.75,-9.45,15.89
18086,-0.963,-0.097,-0.163,12.11,-11.76,14.21
18095,-0.95,-0.128,-0.14,7.7,-14.56,11.55
