Time,aX,aY,aZ,gX,gY,gZ
23434,-0.991,0.084,-0.048,13.09,11.34,-3.92
23443,-0.996,0.07,-0.03,14.63,10.78,-4.34
23451,-0.989,0.081,-0.042,18.48,11.13,-3.64
23459,-0.982,0.074,-0.049,21.21,10.64,-3.64
23468,-0.97,0.05,-0.059,21.07,11.83,-3.78
23476,-0.972,0.051,-0.065,18.62,11.06,-3.64
23485,-0.975,0.076,-0.075,12.81,9.45,-4.83
23494,-0.978,0.067,-0.089,6.23,6.93,-5.74
23501,-0.985,0.068,-0.071,2.31,3.78,-6.16
23510,-0.983,0.078,-0.077,-0.91,1.96,-6.93
23518,-0.984,0.063,-0.07,-4.55,0.42,-7.91
23527,-0.993,0.076,-0.038,-4.83,-0.28,-7.84
23535,-0.996,0.069,-0.002,-0.49,2.24,-7.63
23543,-1.0,0.063,0.024,8.68,7.7,-5.81
23552,-0.996,0.048,0.023,18.76,14.56,-3.99
23560,-0.991,0.034,0.004,27.79,20.51,-1.89
23568,-0.98,0.027,-0.041,34.44,24.5,-0.07
23577,-0.971,0.035,-0.092,36.12,24.78,1.47
23585,-0.969,0.034,-0.121,31.92,21.42,2.03
23594,-0.96,0.028,-0.125,23.87,15.61,1.33
23602,-0.962,0.045,-0.131,14.56,10.43,0.63
23610,-0.969,0.058,-0.136,5.39,5.6,-0.63
23619,-0.975,0.064,-0.108,-1.89,1.19,-2.17
23628,-0.986,0.054,-0.064,-3.57,-0.42,-2.38
23637,-0.994,0.067,-0.04,0.77,0.56,-1.61
23644,-1.0,0.087,-0.045,6.3,3.57,-1.54
23652,-1.004,0.088,-0.037,11.13,7.0,-2.17
23661,-1.003,0.063,-0.027,18.2,10.92,-2.03
23669,-1.0,0.056,-0.021,25.76,14.91,-0.21
23677,-0.991,0.054,-0.042,29.12,18.83,-0.28
23686,-0.99,0.055,-0.077,29.89,20.93,-0.21
23694,-0.983,0.067,-0.105,28.77,20.16,-0.49
23703,-0.976,0.081,-0.145,23.87,18.48,-2.1
23711,-0.975,0.074,-0.158,15.33,14.91,-4.48
23719,-0.986,0.087,-0.137,9.52,10.57,-6.93
23728,-0.992,0.067,-0.096,9.31,8.61,-8.26
23736,-0.992,0.058,-0.063,12.53,9.03,-8.26
23744,-0.987,0.033,-0.047,16.38,12.6,-8.61
23753,-0.982,0.021,-0.068,21.77,16.52,-7.35
23762,-0.978,0.021,-0.087,25.27,18.34,-5.53
23771,-0.976,0.021,-0.108,26.04,19.04,-4.62
23778,-0.967,0.019,-0.131,25.41,18.48,-4.2
23786,-0.968,0.055,-0.158,21.77,16.52,-5.39
23795,-0.978,0.06,-0.131,16.38,14.56,-7.98
23803,-0.986,0.073,-0.111,15.54,14.7,-9.59
23812,-1.002,0.072,-0.095,16.17,17.36,-11.2
23820,-0.984,0.058,-0.094,17.22,22.12,-11.34
23828,-0.98,0.013,-0.09,19.11,26.11,-12.88
23837,-0.992,0.017,-0.089,24.85,28.91,-10.85
23845,-0.973,0.009,-0.123,29.05,31.36,-9.38
23853,-0.982,0.008,-0.121,30.24,31.85,-8.47
23862,-0.971,-0.002,-0.14,31.36,32.27,-7.77
23870,-0.974,-0.001,-0.158,32.76,31.15,-8.89
23879,-0.976,0.014,-0.166,32.9,30.24,-9.73
23887,-0.973,-0.001,-0.161,33.18,30.1,-9.94
23896,-0.973,0.026,-0.149,35.7,30.52,-11.55
23905,-0.965,0.053,-0.212,36.05,34.09,-12.46
23912,-0.964,0.027,-0.245,28.49,34.23,-14.49
23921,-0.961,0.001,-0.207,21.91,30.87,-16.03
23929,-0.967,-0.008,-0.184,21.49,29.89,-14.84
23937,-0.966,-0.026,-0.177,23.94,29.82,-11.55
23946,-0.954,-0.049,-0.193,25.97,30.03,-8.47
23954,-0.946,-0.05,-0.213,25.48,29.61,-6.23
23962,-0.947,-0.04,-0.244,23.03,28.35,-4.55
23971,-0.953,-0.043,-0.254,21.28,25.76,-3.57
23979,-0.948,-0.025,-0.258,22.54,22.61,-2.59
23988,-0.96,0.006,-0.247,23.94,21.35,-2.17
23996,-0.965,0.009,-0.217,26.74,22.68,-1.96
24004,-0.967,0.008,-0.221,31.22,27.65,-3.29
24013,-0.961,-0.012,-0.232,36.19,32.97,-4.62
24021,-0.965,-0.017,-0.23,42.49,35.07,-3.36
24030,-0.957,-0.018,-0.249,44.73,36.26,-2.59
24039,-0.954,-0.028,-0.274,41.65,35.63,-3.08
24046,-0.941,-0.036,-0.299,36.33,32.48,-3.99
24055,-0.933,-0.033,-0.332,28.84,27.79,-4.97
24063,-0.941,-0.053,-0.312,21.42,22.33,-5.25
24071,-0.947,-0.051,-0.274,20.79,18.83,-3.64
24080,-0.949,-0.032,-0.274,25.9,19.04,-1.61
24088,-1.003,0.071,-0.293,31.71,20.51,-1.82
24097,-0.963,0.069,-0.329,34.65,21.7,-7.77
24105,-0.961,0.035,-0.331,37.17,22.75,-13.23
24113,-0.941,-0.014,-0.323,38.15,22.75,-16.31
24122,-0.942,-0.081,-0.296,37.03,23.03,-15.54
24130,-0.938,-0.1,-0.26,37.66,22.4,-14.28
24138,-0.926,-0.11,-0.279,39.2,24.78,-12.53
24147,-0.942,-0.114,-0.299,39.06,25.62,-10.64
24155,-0.908,-0.124,-0.292,35.98,21.49,-9.8
24164,-0.926,-0.142,-0.293,33.88,21.14,-8.4
24173,-0.931,-0.114,-0.316,38.36,20.93,-9.73
24180,-0.928,-0.079,-0.316,47.67,20.09,-10.15
24189,-0.923,-0.056,-0.328,53.69,21.91,-9.52
24197,-0.918,-0.062,-0.33,54.11,24.99,-11.48
24206,-0.918,-0.105,-0.31,55.44,29.19,-13.86
24214,-0.919,-0.101,-0.327,59.64,32.48,-15.05
24222,-0.929,-0.135,-0.319,60.9,32.97,-13.93
24231,-0.917,-0.154,-0.326,64.12,32.2,-11.83
24239,-0.934,-0.145,-0.358,65.52,30.66,-12.04
24247,-0.926,-0.129,-0.358,66.99,26.53,-16.66
24256,-0.909,-0.139,-0.356,68.32,23.52,-18.83
24264,-0.899,-0.143,-0.352,68.46,22.4,-19.18
24273,-0.889,-0.159,-0.355,65.87,21.77,-17.92
24281,-0.908,-0.162,-0.35,65.03,21.28,-15.68
24289,-0.916,-0.139,-0.361,69.02,21.7,-15.05
24298,-0.922,-0.093,-0.437,72.45,23.03,-16.59
24307,-0.923,-0.113,-0.43,67.06,18.41,-17.99
24316,-0.892,-0.163,-0.371,59.57,13.37,-16.52
24323,-0.867,-0.181,-0.367,51.59,14.21,-16.45
24331,-0.882,-0.195,-0.365,40.32,14.63,-16.45
24340,-0.871,-0.229,-0.365,32.69,14.28,-14.7
24348,-0.892,-0.242,-0.402,36.19,15.75,-13.3
24356,-0.899,-0.218,-0.402,44.24,10.92,-10.85
24365,-0.884,-0.211,-0.381,47.6,7.28,-8.82
24373,-0.887,-0.21,-0.392,46.97,7.07,-7.63
24382,-0.88,-0.208,-0.369,42.07,5.95,-5.53
24390,-0.882,-0.215,-0.336,35.35,7.77,-1.89
24398,-0.884,-0.196,-0.315,29.61,10.29,0.63
24407,-0.895,-0.171,-0.327,25.48,15.68,2.1
24415,-0.911,-0.172,-0.39,25.34,21.91,1.26
24423,-0.909,-0.19,-0.402,28.63,21.07,-0.28
24432,-0.9,-0.199,-0.383,31.71,18.41,-0.28
