Time,aX,aY,aZ,gX,gY,gZ
16882,0.615,-0.551,0.639,-2.31,-4.41,0.98
16891,0.628,-0.552,0.62,-1.61,-3.22,-2.45
16899,0.638,-0.539,0.613,-3.29,0.0,-5.39
16907,0.634,-0.526,0.607,-3.15,3.85,-6.72
16916,0.618,-0.525,0.61,-1.68,7.28,-6.72
16924,0.573,-0.498,0.606,-0.56,9.8,-6.09
16933,0.517,-0.492,0.604,-4.13,8.96,-3.22
16941,0.517,-0.502,0.616,-7.28,1.96,0.07
16949,0.552,-0.519,0.629,-6.37,-4.55,2.73
16958,0.592,-0.531,0.637,-3.29,-8.05,4.55
16966,0.626,-0.549,0.641,-1.96,-7.35,4.55
16974,0.641,-0.557,0.63,-1.75,-3.71,2.45
16983,0.642,-0.558,0.618,-1.75,0.49,-0.63
16992,0.641,-0.549,0.607,-2.03,3.78,-3.01
17001,0.634,-0.548,0.6,-1.12,5.25,-4.06
17008,0.625,-0.542,0.598,1.96,6.23,-4.34
17016,0.594,-0.526,0.606,4.34,7.84,-4.27
17025,0.569,-0.522,0.619,1.89,8.82,-2.45
17033,0.561,-0.53,0.616,-1.26,7.35,-0.84
17042,0.559,-0.534,0.627,-2.73,3.78,-0.14
17050,0.57,-0.541,0.638,-3.57,0.35,0.84
17058,0.593,-0.548,0.637,-3.15,-1.96,1.4
17067,0.612,-0.555,0.631,-2.1,-2.17,0.98
17075,0.621,-0.547,0.626,-1.68,-0.07,-0.42
17083,0.613,-0.537,0.629,-2.31,2.52,-1.61
17092,0.607,-0.545,0.627,-3.01,3.29,-1.82
17100,0.602,-0.539,0.621,-1.61,2.17,-2.24
17109,0.599,-0.534,0.618,0.35,1.05,-2.59
17117,0.593,-0.528,0.618,2.24,1.47,-1.82
17126,0.582,-0.526,0.625,3.36,3.64,-0.7
17135,0.567,-0.517,0.635,2.73,6.16,0.35
17142,0.556,-0.524,0.639,0.28,5.95,1.4
17151,0.568,-0.526,0.632,0.28,2.59,2.31
17159,0.58,-0.529,0.628,2.1,-0.42,2.73
17167,0.599,-0.534,0.62,2.8,-1.96,2.87
17176,0.613,-0.538,0.612,2.17,-1.33,1.96
17184,0.613,-0.533,0.612,0.42,0.7,0.21
17192,0.612,-0.532,0.611,-1.68,2.24,-1.19
17201,0.61,-0.532,0.608,-1.05,2.59,-2.1
17209,0.601,-0.526,0.604,1.26,3.08,-2.52
17218,0.576,-0.506,0.604,1.89,3.85,-2.17
17226,0.554,-0.512,0.606,-0.56,4.2,-0.56
17234,0.554,-0.514,0.614,-1.61,3.29,0.7
17243,0.57,-0.517,0.632,-1.96,1.26,1.54
17251,0.59,-0.536,0.639,-2.17,-0.07,1.96
17260,0.602,-0.542,0.64,-1.47,0.14,1.12
17269,0.611,-0.53,0.636,-0.77,0.63,-0.14
17276,0.606,-0.544,0.639,-2.45,0.56,0.07
17285,0.607,-0.551,0.629,-2.24,-1.47,-0.77
17293,0.61,-0.543,0.622,-0.56,-3.85,-2.66
17301,0.611,-0.544,0.619,0.07,-3.85,-3.36
17310,0.596,-0.533,0.614,0.49,-0.77,-3.71
17318,0.569,-0.514,0.61,-0.14,3.99,-3.15
17327,0.549,-0.511,0.619,-1.47,6.65,-0.63
17335,0.543,-0.519,0.636,-2.59,5.67,2.1
17343,0.558,-0.529,0.642,-2.1,0.77,3.5
17352,0.59,-0.539,0.64,-0.28,-5.18,3.22
17360,0.613,-0.546,0.632,1.05,-7.42,2.24
17368,0.621,-0.547,0.617,1.26,-5.32,0.28
17377,0.623,-0.541,0.611,-0.21,-0.21,-2.17
17385,0.613,-0.531,0.62,-2.38,5.74,-3.99
17394,0.6,-0.53,0.628,-3.85,8.89,-4.41
17403,0.596,-0.519,0.617,-4.27,7.7,-4.48
17410,0.582,-0.531,0.622,-5.74,5.11,-4.48
17419,0.574,-0.524,0.62,-3.57,2.45,-4.06
17427,0.567,-0.516,0.61,-0.07,1.61,-2.87
17436,0.558,-0.51,0.617,0.56,2.87,-1.12
17444,0.558,-0.516,0.625,-1.61,3.78,0.42
17452,0.567,-0.527,0.636,-3.5,2.8,1.26
17461,0.584,-0.536,0.636,-3.01,-0.49,1.47
17469,0.598,-0.543,0.631,-1.26,-3.43,1.47
17477,0.607,-0.543,0.628,0.07,-4.2,1.05
17486,0.606,-0.536,0.624,0.0,-2.52,-0.21
17494,0.598,-0.531,0.62,-1.4,-0.21,-1.54
17503,0.594,-0.527,0.619,-1.89,1.4,-1.61
17511,0.583,-0.526,0.623,-1.05,1.54,-0.91
17519,0.571,-0.524,0.622,-0.84,0.98,-0.56
17528,0.572,-0.526,0.622,-1.61,0.0,-0.49
17537,0.581,-0.529,0.614,-1.82,-0.35,-0.28
17546,0.58,-0.529,0.619,-2.31,0.21,0.28
17553,0.586,-0.535,0.628,-2.31,1.54,1.12
17561,0.594,-0.537,0.629,-1.68,3.08,1.19
