Time,aX,aY,aZ,gX,gY,gZ
58905,-0.399,-0.641,0.638,21.14,3.64,4.76
58914,-0.419,-0.645,0.654,16.1,0.0,8.26
58922,-0.426,-0.661,0.655,6.37,-1.89,6.65
58931,-0.409,-0.686,0.644,-2.66,-1.82,2.8
58939,-0.387,-0.695,0.63,-6.93,-0.21,0.21
58948,-0.377,-0.706,0.61,-7.07,1.47,-0.35
58957,-0.379,-0.72,0.607,-3.64,2.24,1.4
58964,-0.393,-0.715,0.618,2.87,2.45,2.52
58972,-0.408,-0.696,0.626,7.7,2.73,1.47
58981,-0.413,-0.671,0.623,8.05,2.87,-0.84
58989,-0.415,-0.659,0.618,5.46,3.08,-2.17
58998,-0.409,-0.653,0.618,4.55,3.29,-0.98
59006,-0.41,-0.654,0.635,4.76,2.73,2.03
59014,-0.425,-0.688,0.646,3.5,1.47,3.78
59023,-0.422,-0.699,0.649,-0.77,0.21,3.08
59031,-0.398,-0.683,0.631,-5.74,-0.49,0.77
59040,-0.387,-0.684,0.618,-8.26,-0.35,-1.12
59048,-0.386,-0.689,0.617,-6.86,-0.28,-0.7
59056,-0.387,-0.69,0.618,-3.36,-0.56,-0.14
59065,-0.387,-0.689,0.616,-1.47,-0.56,-1.19
59073,-0.386,-0.68,0.612,-1.47,0.91,-3.57
59082,-0.386,-0.674,0.608,0.28,3.22,-5.81
59091,-0.391,-0.661,0.601,2.87,4.83,-6.3
59098,-0.393,-0.652,0.611,4.27,5.6,-4.83
59107,-0.409,-0.661,0.631,7.0,5.32,-1.61
59115,-0.425,-0.667,0.653,7.28,3.99,1.54
59123,-0.429,-0.662,0.655,-0.49,2.03,2.45
59132,-0.425,-0.674,0.643,-7.63,0.35,1.4
59140,-0.423,-0.688,0.631,-10.01,-0.91,0.84
59149,-0.413,-0.687,0.629,-11.27,-1.47,1.05
59157,-0.408,-0.701,0.63,-11.48,-1.12,0.42
59165,-0.409,-0.715,0.621,-10.08,-0.21,-1.12
59174,-0.401,-0.713,0.613,-7.07,0.21,-2.66
59182,-0.395,-0.706,0.606,-3.71,0.14,-3.78
59190,-0.395,-0.697,0.611,-0.21,-0.07,-3.85
59199,-0.394,-0.68,0.61,2.24,0.49,-3.92
59207,-0.39,-0.65,0.604,0.63,0.21,-3.29
59216,-0.387,-0.627,0.601,-0.91,0.56,-0.56
59225,-0.397,-0.639,0.612,1.68,0.63,3.5
59232,-0.407,-0.659,0.625,3.64,0.49,5.95
59241,-0.412,-0.672,0.634,2.03,0.49,6.16
59249,-0.422,-0.678,0.646,-2.31,0.49,3.43
59257,-0.417,-0.686,0.638,-8.68,0.14,-0.91
59266,-0.407,-0.703,0.62,-12.32,-0.07,-3.64
59274,-0.394,-0.711,0.607,-9.73,-0.28,-4.62
59283,-0.391,-0.713,0.603,-4.62,-0.49,-3.5
59291,-0.389,-0.702,0.6,-1.68,0.07,-1.96
59299,-0.392,-0.689,0.601,0.98,0.98,-1.12
59308,-0.399,-0.668,0.608,2.8,1.61,-0.07
59316,-0.406,-0.668,0.616,1.89,1.33,0.07
