Time,aX,aY,aZ,gX,gY,gZ
29996,-0.85,-0.308,-0.459,1.89,-4.76,4.2
30004,-0.844,-0.329,-0.468,3.08,-3.36,4.97
30012,-0.847,-0.345,-0.479,1.89,-1.4,5.67
30021,-0.848,-0.345,-0.49,0.49,0.56,5.81
30030,-0.84,-0.338,-0.487,-0.77,3.64,4.27
30037,-0.823,-0.331,-0.492,-2.59,8.54,1.12
30046,-0.805,-0.327,-0.496,-4.55,13.23,-2.52
30054,-0.802,-0.32,-0.508,-6.23,16.1,-4.62
30063,-0.816,-0.298,-0.519,-4.76,16.87,-6.51
30071,-0.744,-0.271,-0.492,-3.64,15.68,-9.03
30079,-0.746,-0.282,-0.51,-4.83,17.08,-8.68
30088,-0.724,-0.275,-0.5,-3.99,14.63,-8.26
30096,-0.711,-0.287,-0.507,-4.76,10.01,-6.3
30104,-0.705,-0.289,-0.495,-3.64,2.94,-4.41
30113,-0.727,-0.29,-0.481,-0.98,-4.13,-2.24
30121,-0.753,-0.284,-0.474,2.87,-7.49,-1.61
30130,-0.777,-0.302,-0.482,4.69,-7.07,-2.87
30138,-0.797,-0.323,-0.493,5.46,-4.97,-4.27
30146,-0.81,-0.331,-0.505,5.6,-1.96,-5.46
30155,-0.812,-0.343,-0.512,3.99,0.98,-6.3
30164,-0.815,-0.351,-0.515,1.89,3.22,-5.95
30173,-0.818,-0.346,-0.518,1.05,4.83,-5.04
30180,-0.819,-0.35,-0.521,1.33,4.06,-3.85
30188,-0.819,-0.354,-0.517,2.38,0.84,-1.96
30197,-0.818,-0.354,-0.502,1.96,-1.75,0.56
30205,-0.826,-0.361,-0.511,0.49,-3.43,3.57
30213,-0.827,-0.349,-0.506,1.61,-5.67,5.74
30222,-0.824,-0.332,-0.494,1.54,-4.2,5.6
30230,-0.816,-0.325,-0.498,0.07,0.49,3.36
30239,-0.803,-0.328,-0.499,-0.28,3.92,0.49
30247,-0.79,-0.337,-0.493,0.21,6.02,-1.75
30255,-0.787,-0.337,-0.5,0.35,6.79,-2.66
30264,-0.788,-0.331,-0.51,1.68,6.3,-3.5
30272,-0.745,-0.335,-0.496,1.75,5.18,-5.04
30280,-0.785,-0.336,-0.506,-0.49,6.23,-4.9
30289,-0.777,-0.344,-0.518,-1.12,5.18,-4.76
30298,-0.78,-0.347,-0.527,-1.05,3.36,-3.78
30307,-0.775,-0.344,-0.531,-1.4,1.05,-2.31
30314,-0.779,-0.335,-0.528,-2.24,0.7,-1.61
30322,-0.775,-0.327,-0.527,-2.87,2.24,-2.31
30331,-0.762,-0.323,-0.521,-3.57,3.92,-3.71
30339,-0.754,-0.325,-0.518,-3.71,4.69,-5.6
30348,-0.759,-0.334,-0.509,-3.22,3.99,-7.21
30356,-0.761,-0.334,-0.5,-2.17,2.31,-7.91
30364,-0.776,-0.334,-0.495,-0.42,1.47,-7.77
30373,-0.799,-0.327,-0.497,0.7,1.96,-7.84
30381,-0.8,-0.337,-0.51,0.28,2.87,-7.63
30389,-0.801,-0.351,-0.517,-0.42,2.87,-6.37
30398,-0.803,-0.358,-0.527,-1.05,2.45,-3.85
30406,-0.796,-0.364,-0.532,-0.42,0.0,-1.26
30415,-0.791,-0.36,-0.523,-0.42,-2.94,1.19
30423,-0.792,-0.348,-0.521,-0.98,-2.87,2.1
30432,-0.792,-0.339,-0.516,-1.68,-0.63,1.19
30441,-0.79,-0.336,-0.518,-2.52,1.89,-0.21
30448,-0.781,-0.331,-0.513,-2.66,3.85,-1.75
30457,-0.774,-0.329,-0.508,-3.01,5.25,-3.08
30465,-0.776,-0.324,-0.505,-3.43,5.74,-3.78
30473,-0.765,-0.327,-0.511,-3.64,5.32,-4.06
30482,-0.764,-0.332,-0.507,-3.08,4.13,-3.85
30490,-0.768,-0.339,-0.513,-3.15,2.38,-2.87
30498,-0.775,-0.335,-0.519,-1.54,0.98,-2.1
30507,-0.777,-0.34,-0.519,-0.14,-0.21,-1.19
30515,-0.782,-0.336,-0.518,-0.63,-0.35,0.21
30524,-0.777,-0.324,-0.52,-0.98,0.7,0.14
30532,-0.773,-0.325,-0.511,-1.19,2.66,-1.68
30540,-0.77,-0.33,-0.514,-1.96,4.41,-3.22
30549,-0.774,-0.322,-0.511,-2.66,4.55,-3.71
30557,-0.771,-0.327,-0.513,-3.71,3.57,-2.87
30566,-0.769,-0.326,-0.51,-4.27,2.66,-2.31
30575,-0.773,-0.325,-0.511,-4.55,2.52,-1.61
30582,-0.773,-0.329,-0.514,-4.06,3.08,-1.19
30591,-0.766,-0.333,-0.527,-2.73,3.29,-1.12
30599,-0.769,-0.341,-0.533,-1.75,1.75,-0.84
30607,-0.762,-0.344,-0.519,-0.98,-0.35,-0.07
30616,-0.768,-0.348,-0.523,-0.56,-0.77,0.0
30624,-0.773,-0.349,-0.527,-0.63,-0.14,-0.56
30633,-0.786,-0.348,-0.53,-0.91,0.63,-1.26
30641,-0.782,-0.346,-0.534,-1.05,1.61,-1.96
30649,-0.776,-0.343,-0.524,-1.26,2.87,-2.59
30658,-0.774,-0.347,-0.526,-2.24,4.34,-2.87
30666,-0.768,-0.346,-0.522,-2.1,4.62,-2.8
30674,-0.773,-0.349,-0.533,-1.12,3.08,-2.31
30683,-0.775,-0.348,-0.533,0.35,0.42,-1.4
30691,-0.772,-0.341,-0.529,0.0,-0.28,-0.98
30700,-0.77,-0.341,-0.535,-1.54,1.12,-1.61
30709,-0.767,-0.34,-0.535,-1.75,1.96,-2.38
30716,-0.762,-0.333,-0.527,-2.17,3.22,-2.94
